what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1335870112313
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1335870112466
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1335870112777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335870113782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870116830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870121376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870122759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870123563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870124830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870126456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870130414
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335870144232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870144305
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335870144328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870146444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870190414
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335870192576
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335870195615
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335870201703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870204811
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1335870205981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870273971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870276288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870277081
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335870283138
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335870283525
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335870285124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870286953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870316579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870317736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870318689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870320240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870364511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870367742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870368739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335870370478
