what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1335907833999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907840929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907845274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335907845841
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences",1335907849535
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335907850957
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335907852233
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335907854490
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335907856711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907863864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907865032
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335907866542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907869791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907876781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907877312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907897088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907904861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907923078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907923822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335907929065
